ダウンロードした時刻：2022/09/12 23:46:53

,大垣,大垣,大垣
2017/1/29,6.1,8,1
2017/1/30,7.7,8,1
2017/1/31,4.0,8,1
2017/2/1,3.3,8,1
2017/2/2,3.9,8,1
2017/2/3,5.5,8,1
2017/2/4,6.3,8,1
2017/2/5,4.3,8,1
2017/2/6,5.7,8,1
2017/2/7,3.5,8,1
2017/2/8,4.6,8,1
2017/2/9,3.2,8,1
2017/2/10,2.5,8,1
2017/2/11,0.6,8,1
2017/2/12,1.9,8,1
2017/2/13,3.0,8,1
2017/2/14,2.3,8,1
2017/2/15,4.4,8,1
2017/2/16,6.0,8,1
2017/2/17,5.6,8,1
2017/2/18,6.0,8,1
2017/2/19,4.9,8,1
2017/2/20,5.9,8,1
2017/2/21,3.5,8,1
2017/2/22,5.4,8,1
2017/2/23,9.2,8,1
2017/2/24,5.1,8,1
2017/2/25,5.1,8,1
2017/2/26,6.9,8,1
2017/2/27,5.8,8,1
2017/2/28,5.9,8,1
2017/3/1,6.1,8,1
2017/3/2,7.0,8,1
2017/3/3,7.4,8,1
2017/3/4,7.3,8,1
2017/3/5,9.4,8,1
2017/3/6,9.2,8,1
2017/3/7,3.7,8,1
2017/3/8,3.3,8,1
2017/3/9,5.1,8,1
2017/3/10,6.2,8,1
2017/3/11,6.6,8,1
2017/3/12,7.4,8,1
2017/3/13,9.3,8,1
2017/3/14,8.7,8,1
2017/3/15,6.1,8,1
2017/3/16,7.4,8,1
2017/3/17,7.8,8,1
2017/3/18,8.6,8,1
2017/3/19,10.9,8,1
2017/3/20,11.5,8,1
2017/3/21,8.9,8,1
2017/3/22,8.6,8,1
2017/3/23,8.8,8,1
2017/3/24,7.3,8,1
2017/3/25,8.0,8,1
2017/3/26,8.3,8,1
2017/3/27,8.6,8,1
2017/3/28,9.1,8,1
2017/3/29,10.1,8,1
2017/3/30,12.4,8,1
2017/3/31,8.4,8,1
2017/4/1,8.8,8,1
2017/4/2,9.6,8,1
2017/4/3,11.3,8,1
2017/4/4,13.5,8,1
2017/4/5,13.0,8,1
2017/4/6,15.0,8,1
2017/4/7,15.9,8,1
2017/4/8,16.8,8,1
2017/4/9,14.9,8,1
2017/4/10,11.5,8,1
2017/4/11,10.8,8,1
2017/4/12,13.2,8,1
2017/4/13,11.9,8,1
2017/4/14,14.1,8,1
2017/4/15,14.8,8,1
2017/4/16,18.3,8,1
2017/4/17,16.4,8,1
2017/4/18,16.5,8,1
2017/4/19,14.5,8,1
2017/4/20,14.8,8,1
2017/4/21,15.7,8,1
2017/4/22,14.6,8,1
2017/4/23,13.7,8,1
2017/4/24,15.8,8,1
2017/4/25,16.7,8,1
2017/4/26,14.4,8,1
2017/4/27,14.4,8,1
2017/4/28,14.9,8,1
2017/4/29,13.9,8,1
2017/4/30,16.2,8,1
2017/5/1,16.9,8,1
2017/5/2,16.4,8,1
2017/5/3,17.5,8,1
2017/5/4,18.1,8,1
2017/5/5,21.0,8,1
2017/5/6,18.6,8,1
2017/5/7,19.9,8,1
2017/5/8,20.5,8,1
2017/5/9,18.8,8,1
2017/5/10,15.7,8,1
2017/5/11,19.8,8,1
2017/5/12,21.7,8,1
2017/5/13,17.3,8,1
2017/5/14,20.0,8,1
2017/5/15,20.2,8,1
2017/5/16,17.7,8,1
2017/5/17,18.0,8,1
2017/5/18,19.5,8,1
2017/5/19,21.2,8,1
2017/5/20,23.5,8,1
2017/5/21,24.2,8,1
2017/5/22,23.3,8,1
2017/5/23,22.5,8,1
2017/5/24,21.0,8,1
2017/5/25,19.9,8,1
2017/5/26,19.8,8,1
2017/5/27,18.3,8,1
2017/5/28,19.7,8,1
2017/5/29,21.8,8,1
2017/5/30,25.0,8,1
2017/5/31,23.6,8,1
2017/6/1,23.8,8,1
2017/6/2,19.6,8,1
2017/6/3,18.5,8,1
2017/6/4,19.5,8,1
2017/6/5,20.0,8,1
2017/6/6,20.6,8,1
2017/6/7,18.8,8,1
2017/6/8,19.1,8,1
2017/6/9,23.0,8,1
2017/6/10,21.6,8,1
2017/6/11,20.6,8,1
2017/6/12,19.8,8,1
2017/6/13,19.6,8,1
2017/6/14,20.9,8,1
2017/6/15,22.9,8,1
2017/6/16,21.9,8,1
2017/6/17,22.1,8,1
2017/6/18,22.5,8,1
2017/6/19,25.0,8,1
2017/6/20,24.1,8,1
2017/6/21,20.4,8,1
2017/6/22,23.2,8,1
2017/6/23,24.5,8,1
2017/6/24,24.2,8,1
2017/6/25,22.0,8,1
2017/6/26,24.2,8,1
2017/6/27,24.3,8,1
2017/6/28,24.2,8,1
2017/6/29,25.0,8,1
2017/6/30,22.5,8,1
2017/7/1,26.0,8,1
2017/7/2,27.4,8,1
2017/7/3,28.9,8,1
2017/7/4,26.6,8,1
2017/7/5,25.8,8,1
2017/7/6,26.6,8,1
2017/7/7,27.7,8,1
2017/7/8,29.0,8,1
2017/7/9,27.3,8,1
2017/7/10,26.8,8,1
2017/7/11,28.1,8,1
2017/7/12,27.4,8,1
2017/7/13,28.3,8,1
2017/7/14,26.6,8,1
2017/7/15,28.4,8,1
2017/7/16,29.4,8,1
2017/7/17,27.9,8,1
2017/7/18,28.5,8,1
2017/7/19,28.3,8,1
2017/7/20,28.3,8,1
2017/7/21,28.2,8,1
2017/7/22,28.9,8,1
2017/7/23,26.7,8,1
2017/7/24,28.2,8,1
2017/7/25,27.6,8,1
2017/7/26,28.6,8,1
2017/7/27,26.2,8,1
2017/7/28,28.1,8,1
2017/7/29,29.0,8,1
2017/7/30,26.4,8,1
2017/7/31,29.3,8,1
2017/8/1,29.2,8,1
2017/8/2,28.1,8,1
2017/8/3,27.1,8,1
2017/8/4,28.5,8,1
2017/8/5,28.6,8,1
2017/8/6,29.2,8,1
2017/8/7,27.0,8,1
2017/8/8,27.0,8,1
2017/8/9,29.0,8,1
2017/8/10,28.8,8,1
2017/8/11,28.0,8,1
2017/8/12,27.7,8,1
2017/8/13,27.9,8,1
2017/8/14,26.9,8,1
2017/8/15,23.5,8,1
2017/8/16,25.9,8,1
2017/8/17,27.5,8,1
2017/8/18,26.5,8,1
2017/8/19,28.0,8,1
2017/8/20,27.9,8,1
2017/8/21,28.9,8,1
2017/8/22,27.8,8,1
2017/8/23,27.2,8,1
2017/8/24,30.2,8,1
2017/8/25,29.4,8,1
2017/8/26,26.6,8,1
2017/8/27,26.6,8,1
2017/8/28,27.2,8,1
2017/8/29,28.6,8,1
2017/8/30,27.8,8,1
2017/8/31,26.2,8,1
2017/9/1,25.0,8,1
2017/9/2,25.4,8,1
2017/9/3,24.8,8,1
2017/9/4,23.4,8,1
2017/9/5,21.8,4,1
2017/9/6,22.5,8,1
2017/9/7,23.8,8,1
2017/9/8,25.7,8,1
2017/9/9,24.9,8,1
2017/9/10,26.3,8,1
2017/9/11,25.1,8,1
2017/9/12,23.9,8,1
2017/9/13,25.2,8,1
2017/9/14,23.7,8,1
2017/9/15,22.2,8,1
2017/9/16,18.9,8,1
2017/9/17,21.7,8,1
2017/9/18,23.9,8,1
2017/9/19,23.0,8,1
2017/9/20,22.4,8,1
2017/9/21,22.6,8,1
2017/9/22,20.1,8,1
2017/9/23,23.0,8,1
2017/9/24,22.8,8,1
2017/9/25,22.7,8,1
2017/9/26,23.1,8,1
2017/9/27,22.8,8,1
2017/9/28,20.5,8,1
2017/9/29,19.8,8,1
2017/9/30,20.7,8,1
2017/10/1,19.7,8,1
2017/10/2,20.0,8,1
2017/10/3,21.5,8,1
2017/10/4,18.4,8,1
2017/10/5,17.0,8,1
2017/10/6,16.1,8,1
2017/10/7,19.5,8,1
2017/10/8,22.7,8,1
2017/10/9,22.6,8,1
2017/10/10,23.4,8,1
2017/10/11,24.2,8,1
2017/10/12,21.4,8,1
2017/10/13,17.9,8,1
2017/10/14,19.4,8,1
2017/10/15,17.7,8,1
2017/10/16,15.7,8,1
2017/10/17,15.7,8,1
2017/10/18,15.4,8,1
2017/10/19,14.9,8,1
2017/10/20,17.3,8,1
2017/10/21,17.6,8,1
2017/10/22,17.6,8,1
2017/10/23,16.8,8,1
2017/10/24,14.5,8,1
2017/10/25,15.0,8,1
2017/10/26,15.7,8,1
2017/10/27,15.6,8,1
2017/10/28,14.6,8,1
2017/10/29,16.4,8,1
2017/10/30,13.9,8,1
2017/10/31,12.6,8,1
2017/11/1,14.0,8,1
2017/11/2,14.5,8,1
2017/11/3,16.3,8,1
2017/11/4,14.5,8,1
2017/11/5,12.2,8,1
2017/11/6,13.7,8,1
2017/11/7,15.5,8,1
2017/11/8,15.4,8,1
2017/11/9,14.1,5,1
2017/11/10,12.1,8,1
2017/11/11,13.0,8,1
2017/11/12,11.4,8,1
2017/11/13,11.7,8,1
2017/11/14,12.0,8,1
2017/11/15,11.7,8,1
2017/11/16,8.0,8,1
2017/11/17,9.1,8,1
2017/11/18,9.1,8,1
2017/11/19,6.6,8,1
2017/11/20,6.7,8,1
2017/11/21,7.1,8,1
2017/11/22,8.5,8,1
2017/11/23,9.9,8,1
2017/11/24,7.7,8,1
2017/11/25,6.8,8,1
2017/11/26,7.3,8,1
2017/11/27,10.0,8,1
2017/11/28,10.1,8,1
2017/11/29,10.1,8,1
2017/11/30,12.4,8,1
2017/12/1,9.2,8,1
2017/12/2,8.0,8,1
2017/12/3,8.1,8,1
2017/12/4,7.8,8,1
2017/12/5,7.6,8,1
2017/12/6,5.5,8,1
2017/12/7,6.2,8,1
2017/12/8,5.6,8,1
2017/12/9,4.3,8,1
2017/12/10,6.2,8,1
2017/12/11,6.4,8,1
2017/12/12,3.7,8,1
2017/12/13,2.9,8,1
2017/12/14,4.1,8,1
2017/12/15,5.4,8,1
2017/12/16,6.2,8,1
2017/12/17,2.9,8,1
2017/12/18,4.5,8,1
2017/12/19,3.6,8,1
2017/12/20,4.5,8,1
2017/12/21,6.0,8,1
2017/12/22,5.4,8,1
2017/12/23,6.8,8,1
2017/12/24,6.9,8,1
2017/12/25,7.8,8,1
2017/12/26,4.9,8,1
2017/12/27,1.8,8,1
2017/12/28,4.2,8,1
2017/12/29,4.6,8,1
2017/12/30,6.1,8,1
2017/12/31,3.9,8,1
2018/1/1,4.5,8,1
2018/1/2,4.9,8,1
2018/1/3,3.3,8,1
2018/1/4,3.0,8,1
2018/1/5,3.8,8,1
2018/1/6,4.0,8,1
2018/1/7,4.8,8,1
2018/1/8,5.1,8,1
2018/1/9,5.9,8,1
2018/1/10,3.9,8,1
2018/1/11,2.3,8,1
2018/1/12,0.8,8,1
2018/1/13,0.8,8,1
2018/1/14,2.5,8,1
2018/1/15,2.9,8,1
2018/1/16,6.5,8,1
2018/1/17,8.4,8,1
2018/1/18,9.9,8,1
2018/1/19,7.4,8,1
2018/1/20,5.9,8,1
2018/1/21,6.6,8,1
2018/1/22,3.6,8,1
2018/1/23,4.1,8,1
2018/1/24,0.1,8,1
2018/1/25,-1.2,8,1
2018/1/26,-0.9,8,1
2018/1/27,0.4,8,1
2018/1/28,-0.3,8,1
2018/1/29,2.3,8,1
2018/1/30,1.0,8,1
2018/1/31,3.0,8,1
2018/2/1,3.9,8,1
2018/2/2,4.6,8,1
2018/2/3,4.3,8,1
2018/2/4,2.9,8,1
2018/2/5,0.9,8,1
2018/2/6,0.7,8,1
2018/2/7,0.5,8,1
2018/2/8,1.3,8,1
2018/2/9,2.7,8,1
2018/2/10,3.8,8,1
2018/2/11,4.1,8,1
2018/2/12,1.8,8,1
2018/2/13,2.5,8,1
2018/2/14,3.8,8,1
2018/2/15,5.8,8,1
2018/2/16,5.6,8,1
2018/2/17,3.3,8,1
2018/2/18,2.2,8,1
2018/2/19,4.3,8,1
2018/2/20,6.5,8,1
2018/2/21,5.1,8,1
2018/2/22,4.8,8,1
2018/2/23,4.9,8,1
2018/2/24,4.6,8,1
2018/2/25,6.3,8,1
2018/2/26,8.4,8,1
2018/2/27,7.7,8,1
2018/2/28,9.3,8,1
2018/3/1,11.0,8,1
2018/3/2,6.4,8,1
2018/3/3,7.7,8,1
2018/3/4,11.1,8,1
2018/3/5,11.1,8,1
2018/3/6,7.3,8,1
2018/3/7,6.4,8,1
2018/3/8,9.2,8,1
2018/3/9,9.0,8,1
2018/3/10,5.5,8,1
2018/3/11,7.1,8,1
2018/3/12,8.5,8,1
2018/3/13,10.4,8,1
2018/3/14,14.0,8,1
2018/3/15,14.7,8,1
2018/3/16,9.4,8,1
2018/3/17,6.7,8,1
2018/3/18,10.1,8,1
2018/3/19,11.7,8,1
2018/3/20,8.8,8,1
2018/3/21,6.9,8,1
2018/3/22,9.6,8,1
2018/3/23,8.5,8,1
2018/3/24,10.5,8,1
2018/3/25,12.4,8,1
2018/3/26,14.3,8,1
2018/3/27,14.7,8,1
2018/3/28,16.5,8,1
2018/3/29,16.3,8,1
2018/3/30,12.3,8,1
2018/3/31,12.5,8,1
2018/4/1,15.9,8,1
2018/4/2,18.9,8,1
2018/4/3,19.6,8,1
2018/4/4,17.9,8,1
2018/4/5,14.1,8,1
2018/4/6,15.4,8,1
2018/4/7,9.9,8,1
2018/4/8,7.4,8,1
2018/4/9,8.9,8,1
2018/4/10,13.1,8,1
2018/4/11,14.9,8,1
2018/4/12,17.0,8,1
2018/4/13,13.9,8,1
2018/4/14,13.2,8,1
2018/4/15,12.5,8,1
2018/4/16,13.0,8,1
2018/4/17,12.8,8,1
2018/4/18,15.3,8,1
2018/4/19,16.4,8,1
2018/4/20,19.0,8,1
2018/4/21,18.9,8,1
2018/4/22,20.8,8,1
2018/4/23,20.2,8,1
2018/4/24,18.0,8,1
2018/4/25,16.7,8,1
2018/4/26,16.5,8,1
2018/4/27,18.4,8,1
2018/4/28,17.8,8,1
2018/4/29,17.9,8,1
2018/4/30,18.9,8,1
2018/5/1,21.6,8,1
2018/5/2,19.1,8,1
2018/5/3,17.5,8,1
2018/5/4,14.8,8,1
2018/5/5,17.5,8,1
2018/5/6,18.6,8,1
2018/5/7,16.2,8,1
2018/5/8,17.4,8,1
2018/5/9,15.7,8,1
2018/5/10,14.2,8,1
2018/5/11,16.5,8,1
2018/5/12,19.2,8,1
2018/5/13,17.3,8,1
2018/5/14,19.3,8,1
2018/5/15,21.3,8,1
2018/5/16,22.6,8,1
2018/5/17,23.8,8,1
2018/5/18,25.1,8,1
2018/5/19,16.7,8,1
2018/5/20,17.2,8,1
2018/5/21,20.3,8,1
2018/5/22,19.9,8,1
2018/5/23,17.4,8,1
2018/5/24,20.3,8,1
2018/5/25,22.7,8,1
2018/5/26,22.9,8,1
2018/5/27,23.6,8,1
2018/5/28,22.5,8,1
2018/5/29,22.8,8,1
2018/5/30,19.1,8,1
2018/5/31,16.6,8,1
2018/6/1,20.1,8,1
2018/6/2,21.8,8,1
2018/6/3,23.0,8,1
2018/6/4,23.6,8,1
2018/6/5,23.0,8,1
2018/6/6,19.5,8,1
2018/6/7,23.3,8,1
2018/6/8,22.2,8,1
2018/6/9,23.4,8,1
2018/6/10,20.9,8,1
2018/6/11,23.3,8,1
2018/6/12,22.6,8,1
2018/6/13,21.5,8,1
2018/6/14,22.2,8,1
2018/6/15,21.1,8,1
2018/6/16,20.2,8,1
2018/6/17,21.6,8,1
2018/6/18,22.4,8,1
2018/6/19,23.6,8,1
2018/6/20,21.1,8,1
2018/6/21,23.2,8,1
2018/6/22,24.0,8,1
2018/6/23,19.9,8,1
2018/6/24,24.1,8,1
2018/6/25,27.5,8,1
2018/6/26,26.4,8,1
2018/6/27,26.9,8,1
2018/6/28,27.2,8,1
2018/6/29,26.1,8,1
2018/6/30,27.0,8,1
2018/7/1,28.0,8,1
2018/7/2,27.7,8,1
2018/7/3,27.3,8,1
2018/7/4,25.9,8,1
2018/7/5,24.6,8,1
2018/7/6,23.6,8,1
2018/7/7,24.7,8,1
2018/7/8,26.6,8,1
2018/7/9,27.9,8,1
2018/7/10,28.7,8,1
2018/7/11,29.5,8,1
2018/7/12,28.5,8,1
2018/7/13,29.3,8,1
2018/7/14,30.7,8,1
2018/7/15,30.9,8,1
2018/7/16,31.7,8,1
2018/7/17,31.6,8,1
2018/7/18,32.0,8,1
2018/7/19,31.0,8,1
2018/7/20,30.7,8,1
2018/7/21,31.0,8,1
2018/7/22,32.2,8,1
2018/7/23,32.5,8,1
2018/7/24,31.0,8,1
2018/7/25,30.4,8,1
2018/7/26,29.3,8,1
2018/7/27,28.4,8,1
2018/7/28,28.9,8,1
2018/7/29,28.3,8,1
2018/7/30,29.0,8,1
2018/7/31,29.6,8,1
2018/8/1,30.8,8,1
2018/8/2,32.2,8,1
2018/8/3,31.0,8,1
2018/8/4,31.2,8,1
2018/8/5,32.1,8,1
2018/8/6,31.3,8,1
2018/8/7,28.7,8,1
2018/8/8,28.7,8,1
2018/8/9,29.9,8,1
2018/8/10,30.6,8,1
2018/8/11,31.3,8,1
2018/8/12,28.9,8,1
2018/8/13,28.7,8,1
2018/8/14,29.7,8,1
2018/8/15,27.0,8,1
2018/8/16,27.8,8,1
2018/8/17,25.5,8,1
2018/8/18,24.2,8,1
2018/8/19,25.3,8,1
2018/8/20,25.1,8,1
2018/8/21,28.4,8,1
2018/8/22,29.8,8,1
2018/8/23,28.5,8,1
2018/8/24,28.1,8,1
2018/8/25,29.6,8,1
2018/8/26,30.7,8,1
2018/8/27,30.5,8,1
2018/8/28,28.3,8,1
2018/8/29,29.5,8,1
2018/8/30,29.8,8,1
2018/8/31,27.9,8,1
2018/9/1,24.0,8,1
2018/9/2,25.4,8,1
2018/9/3,25.8,8,1
2018/9/4,26.2,8,1
2018/9/5,27.3,8,1
2018/9/6,25.4,8,1
2018/9/7,25.2,8,1
2018/9/8,24.2,8,1
2018/9/9,25.6,8,1
2018/9/10,23.7,8,1
2018/9/11,22.9,8,1
2018/9/12,21.7,8,1
2018/9/13,23.1,8,1
2018/9/14,22.5,8,1
2018/9/15,22.2,8,1
2018/9/16,26.0,8,1
2018/9/17,25.6,8,1
2018/9/18,24.7,8,1
2018/9/19,23.1,8,1
2018/9/20,19.5,8,1
2018/9/21,20.0,8,1
2018/9/22,23.5,8,1
2018/9/23,23.3,8,1
2018/9/24,24.0,8,1
2018/9/25,21.4,8,1
2018/9/26,20.2,8,1
2018/9/27,19.4,8,1
2018/9/28,21.6,8,1
2018/9/29,18.5,8,1
2018/9/30,21.5,8,1
2018/10/1,22.1,8,1
2018/10/2,19.7,8,1
2018/10/3,21.0,8,1
2018/10/4,19.3,8,1
2018/10/5,22.5,8,1
2018/10/6,24.4,8,1
2018/10/7,23.5,8,1
2018/10/8,21.8,8,1
2018/10/9,21.4,8,1
2018/10/10,20.2,8,1
2018/10/11,19.9,8,1
2018/10/12,18.4,8,1
2018/10/13,18.4,8,1
2018/10/14,19.4,8,1
2018/10/15,16.9,8,1
2018/10/16,17.1,8,1
2018/10/17,18.6,8,1
2018/10/18,17.9,8,1
2018/10/19,18.0,8,1
2018/10/20,16.4,8,1
2018/10/21,16.8,8,1
2018/10/22,16.3,8,1
2018/10/23,15.9,5,1
2018/10/24,18.2,8,1
2018/10/25,17.1,8,1
2018/10/26,17.0,8,1
2018/10/27,17.3,8,1
2018/10/28,14.7,8,1
2018/10/29,14.6,8,1
2018/10/30,14.7,8,1
2018/10/31,12.9,8,1
2018/11/1,12.8,8,1
2018/11/2,14.0,8,1
2018/11/3,14.4,8,1
2018/11/4,14.3,8,1
2018/11/5,17.2,8,1
2018/11/6,17.5,8,1
2018/11/7,17.4,8,1
2018/11/8,17.1,8,1
2018/11/9,16.9,8,1
2018/11/10,16.6,8,1
2018/11/11,14.9,8,1
2018/11/12,15.2,5,1
2018/11/13,15.8,8,1
2018/11/14,13.9,8,1
2018/11/15,12.5,8,1
2018/11/16,12.1,8,1
2018/11/17,14.2,8,1
2018/11/18,13.6,8,1
2018/11/19,13.7,8,1
2018/11/20,11.6,8,1
2018/11/21,11.3,8,1
2018/11/22,12.2,8,1
2018/11/23,8.4,8,1
2018/11/24,8.5,8,1
2018/11/25,8.9,8,1
2018/11/26,11.5,8,1
2018/11/27,13.2,8,1
2018/11/28,13.1,8,1
2018/11/29,12.4,8,1
2018/11/30,9.6,8,1
2018/12/1,10.5,8,1
2018/12/2,10.4,8,1
2018/12/3,12.6,8,1
2018/12/4,15.0,8,1
2018/12/5,14.3,8,1
2018/12/6,11.8,8,1
2018/12/7,11.6,8,1
2018/12/8,6.6,8,1
2018/12/9,4.4,8,1
2018/12/10,5.6,8,1
2018/12/11,5.7,8,1
2018/12/12,9.3,8,1
2018/12/13,7.3,8,1
2018/12/14,5.8,8,1
2018/12/15,4.9,8,1
2018/12/16,4.2,8,1
2018/12/17,8.3,8,1
2018/12/18,7.1,8,1
2018/12/19,7.2,8,1
2018/12/20,8.1,8,1
2018/12/21,9.0,8,1
2018/12/22,10.6,8,1
2018/12/23,10.4,8,1
2018/12/24,7.7,8,1
2018/12/25,5.1,8,1
2018/12/26,6.9,8,1
2018/12/27,7.2,8,1
2018/12/28,2.2,8,1
2018/12/29,0.6,8,1
2018/12/30,1.6,8,1
2018/12/31,3.0,8,1
2019/1/1,3.9,8,1
2019/1/2,5.4,8,1
2019/1/3,4.3,8,1
2019/1/4,4.5,8,1
2019/1/5,6.1,8,1
2019/1/6,4.9,8,1
2019/1/7,5.1,8,1
2019/1/8,5.9,8,1
2019/1/9,3.8,8,1
2019/1/10,1.7,8,1
2019/1/11,5.9,8,1
2019/1/12,5.3,8,1
2019/1/13,7.2,8,1
2019/1/14,6.7,8,1
2019/1/15,4.2,8,1
2019/1/16,5.9,8,1
2019/1/17,5.6,8,1
2019/1/18,5.3,8,1
2019/1/19,5.2,8,1
2019/1/20,5.8,8,1
2019/1/21,4.2,8,1
2019/1/22,5.3,8,1
2019/1/23,4.5,8,1
2019/1/24,4.4,8,1
2019/1/25,4.1,8,1
2019/1/26,2.3,8,1
2019/1/27,2.8,8,1
2019/1/28,2.0,8,1
2019/1/29,4.0,8,1
2019/1/30,4.4,8,1
2019/1/31,5.1,8,1
2019/2/1,3.6,8,1
2019/2/2,5.2,8,1
2019/2/3,5.1,8,1
2019/2/4,9.6,8,1
2019/2/5,7.4,8,1
2019/2/6,7.3,8,1
2019/2/7,8.1,8,1
2019/2/8,5.7,8,1
2019/2/9,4.0,8,1
2019/2/10,4.0,8,1
2019/2/11,4.3,8,1
2019/2/12,5.5,8,1
2019/2/13,6.1,8,1
2019/2/14,4.0,8,1
2019/2/15,3.8,8,1
2019/2/16,6.5,8,1
2019/2/17,5.2,8,1
2019/2/18,6.9,8,1
2019/2/19,7.4,8,1
2019/2/20,11.2,8,1
2019/2/21,7.9,8,1
2019/2/22,8.2,8,1
2019/2/23,8.7,8,1
2019/2/24,8.2,8,1
2019/2/25,11.3,8,1
2019/2/26,9.1,8,1
2019/2/27,8.6,8,1
2019/2/28,9.5,8,1
2019/3/1,10.1,8,1
2019/3/2,9.2,8,1
2019/3/3,9.3,8,1
2019/3/4,9.7,8,1
2019/3/5,10.9,8,1
2019/3/6,10.6,8,1
2019/3/7,10.0,8,1
2019/3/8,7.2,8,1
2019/3/9,7.9,8,1
2019/3/10,9.3,8,1
2019/3/11,11.1,8,1
2019/3/12,9.2,8,1
2019/3/13,6.9,8,1
2019/3/14,5.3,8,1
2019/3/15,7.1,8,1
2019/3/16,8.4,8,1
2019/3/17,4.7,8,1
2019/3/18,7.5,8,1
2019/3/19,11.0,8,1
2019/3/20,13.8,8,1
2019/3/21,13.5,8,1
2019/3/22,11.8,8,1
2019/3/23,7.3,8,1
2019/3/24,6.5,8,1
2019/3/25,8.8,8,1
2019/3/26,11.4,8,1
2019/3/27,13.6,8,1
2019/3/28,12.6,8,1
2019/3/29,10.9,8,1
2019/3/30,10.3,8,1
2019/3/31,8.6,8,1
2019/4/1,6.8,8,1
2019/4/2,5.4,8,1
2019/4/3,6.5,8,1
2019/4/4,9.3,8,1
2019/4/5,12.8,8,1
2019/4/6,14.9,8,1
2019/4/7,15.2,8,1
2019/4/8,14.0,8,1
2019/4/9,11.8,8,1
2019/4/10,8.1,8,1
2019/4/11,11.1,8,1
2019/4/12,11.4,8,1
2019/4/13,12.3,8,1
2019/4/14,12.9,8,1
2019/4/15,12.9,8,1
2019/4/16,13.8,8,1
2019/4/17,12.9,8,1
2019/4/18,16.2,8,1
2019/4/19,15.2,8,1
2019/4/20,14.8,8,1
2019/4/21,17.0,8,1
2019/4/22,19.0,8,1
2019/4/23,18.3,8,1
2019/4/24,17.9,8,1
2019/4/25,19.7,8,1
2019/4/26,17.1,8,1
2019/4/27,11.8,8,1
2019/4/28,12.5,8,1
2019/4/29,14.0,8,1
2019/4/30,14.8,8,1
2019/5/1,16.2,8,1
2019/5/2,17.5,8,1
2019/5/3,18.3,8,1
2019/5/4,19.5,8,1
2019/5/5,19.2,8,1
2019/5/6,17.9,8,1
2019/5/7,14.3,8,1
2019/5/8,15.9,8,1
2019/5/9,17.1,8,1
2019/5/10,20.1,8,1
2019/5/11,21.2,8,1
2019/5/12,21.2,8,1
2019/5/13,21.8,8,1
2019/5/14,18.2,8,1
2019/5/15,19.5,8,1
2019/5/16,21.0,8,1
2019/5/17,21.1,8,1
2019/5/18,21.1,8,1
2019/5/19,21.2,8,1
2019/5/20,19.7,8,1
2019/5/21,19.3,8,1
2019/5/22,20.6,8,1
2019/5/23,21.8,8,1
2019/5/24,23.8,8,1
2019/5/25,24.7,8,1
2019/5/26,25.7,8,1
2019/5/27,25.7,8,1
2019/5/28,19.2,8,1
2019/5/29,19.3,8,1
2019/5/30,19.8,8,1
2019/5/31,20.3,8,1
2019/6/1,22.6,8,1
2019/6/2,21.0,8,1
2019/6/3,23.0,8,1
2019/6/4,23.9,8,1
2019/6/5,24.7,8,1
2019/6/6,25.5,8,1
2019/6/7,20.0,8,1
2019/6/8,21.5,8,1
2019/6/9,18.9,8,1
2019/6/10,19.7,8,1
2019/6/11,21.3,8,1
2019/6/12,21.4,8,1
2019/6/13,22.2,5,1
2019/6/14,23.3,8,1
2019/6/15,19.4,8,1
2019/6/16,19.8,8,1
2019/6/17,20.8,8,1
2019/6/18,22.4,8,1
2019/6/19,24.2,8,1
2019/6/20,25.6,8,1
2019/6/21,24.6,8,1
2019/6/22,24.1,8,1
2019/6/23,23.3,8,1
2019/6/24,23.8,8,1
2019/6/25,24.5,8,1
2019/6/26,25.1,8,1
2019/6/27,22.7,8,1
2019/6/28,25.4,8,1
2019/6/29,26.1,8,1
2019/6/30,25.2,8,1
2019/7/1,24.9,8,1
2019/7/2,25.5,8,1
2019/7/3,24.6,8,1
2019/7/4,25.8,8,1
2019/7/5,24.0,8,1
2019/7/6,24.3,8,1
2019/7/7,26.0,8,1
2019/7/8,24.6,8,1
2019/7/9,23.9,8,1
2019/7/10,24.3,8,1
2019/7/11,20.8,8,1
2019/7/12,23.9,8,1
2019/7/13,23.7,8,1
2019/7/14,23.4,8,1
2019/7/15,25.0,8,1
2019/7/16,25.2,8,1
2019/7/17,26.4,8,1
2019/7/18,24.5,8,1
2019/7/19,25.0,8,1
2019/7/20,25.8,8,1
2019/7/21,26.8,8,1
2019/7/22,25.1,8,1
2019/7/23,27.4,8,1
2019/7/24,29.3,8,1
2019/7/25,28.8,8,1
2019/7/26,28.5,5,1
2019/7/27,25.0,8,1
2019/7/28,28.8,8,1
2019/7/29,30.7,8,1
2019/7/30,31.3,8,1
2019/7/31,31.6,8,1
2019/8/1,31.6,8,1
2019/8/2,31.2,8,1
2019/8/3,30.5,8,1
2019/8/4,30.1,8,1
2019/8/5,30.6,8,1
2019/8/6,30.3,8,1
2019/8/7,30.4,8,1
2019/8/8,30.5,8,1
2019/8/9,30.6,8,1
2019/8/10,30.7,8,1
2019/8/11,30.1,8,1
2019/8/12,30.5,8,1
2019/8/13,31.5,8,1
2019/8/14,29.7,8,1
2019/8/15,28.6,8,1
2019/8/16,29.4,8,1
